"Destination English Name","Country","State/Provence","Nearest City","Destination Official Name"
"Torreón","Mexico","","Torreón","Torreón"
"Morelia","Mexico","","Morelia","Morelia"
"Reynosa","Mexico","","Reynosa","Reynosa"
"Tlaquepaque","Mexico","","Tlaquepaque","Tlaquepaque"
"Tuxtla Gutiérrez","Mexico","","Tuxtla Gutiérrez","Tuxtla Gutiérrez"
"Irapuato","Mexico","","Irapuato","Irapuato"
"Durango","Mexico","Victoria de Durango","Durango","Durango"
"Toluca","Mexico","de Lerdo","Toluca","Toluca"
"Ciudad López Mateos","Mexico","","Ciudad López Mateos","Ciudad López Mateos"
"Cuautitlan Izcalli","Mexico","","Cuautitlan Izcalli","Cuautitlan Izcalli"
"Celaya","Mexico","","Celaya","Celaya"
"Ciudad Apodaca","Mexico","","Ciudad Apodaca","Ciudad Apodaca"
"Ensenada","Mexico","","Ensenada","Ensenada"
"Matamoros","Mexico","","Matamoros","Matamoros"
"San Nicolas de los Garza","Mexico","","San Nicolas de los Garza","San Nicolas de los Garza"
"Mazatlán","Mexico","","Mazatlán","Mazatlán"
"Veracruz","Mexico","","Veracruz","Veracruz"
"Xalapa-Enriquez","Mexico","","Xalapa-Enriquez","Xalapa-Enriquez"
"Tonala","Mexico","","Tonala","Tonala"
"Nuevo Laredo","Mexico","","Nuevo Laredo","Nuevo Laredo"
"Xico","Mexico","","Xico","Xico"
"Villahermosa","Mexico","","Villahermosa","Villahermosa"
"Ciudad General Escobedo","Mexico","","Ciudad General Escobedo","Ciudad General Escobedo"
"Cuernavaca","Mexico","","Cuernavaca","Cuernavaca"
"Tepic","Mexico","","Tepic","Tepic"
"Ixtapaluca","Mexico","","Ixtapaluca","Ixtapaluca"
"Ciudad Victoria","Mexico","","Ciudad Victoria","Ciudad Victoria"
"Uruapan","Mexico","","Uruapan","Uruapan"
"Ciudad Obregón","Mexico","","Ciudad Obregón","Ciudad Obregón"
"Tampico","Mexico","","Tampico","Tampico"
"Villa Nicolas Romero","Mexico","","Villa Nicolas Romero","Villa Nicolas Romero"
"San Francisco Coacalco","Mexico","","San Francisco Coacalco","San Francisco Coacalco"
"Ciudad Santa Catarina","Mexico","","Ciudad Santa Catarina","Ciudad Santa Catarina"
"Salamanca","Mexico","","Salamanca","Salamanca"
"Campeche","Mexico","","Campeche","Campeche"
"Gómez Palacio","Mexico","","Gómez Palacio","Gómez Palacio"
"Los Mochis","Mexico","","Los Mochis","Los Mochis"
"Pachuca","Mexico","de Soto","Pachuca","Pachuca"
"Oaxaca de Juárez","Mexico","","Oaxaca de Juárez","Oaxaca de Juárez"
"Soledad de Graciano Sanchez","Mexico","","Soledad de Graciano Sanchez","Soledad de Graciano Sanchez"
"La Paz, Distrito Federal","Mexico","","La Paz, Distrito Federal","La Paz, Distrito Federal"
"La Paz, Baja California Sur","Mexico","","La Paz, Baja California Sur","La Paz, Baja California Sur"
"Tehuacán","Mexico","","Tehuacán","Tehuacán"
"Chilpacingo","Mexico","de los Bravo","Chilpacingo","Chilpacingo"
"San Juan del Río","Mexico","","San Juan del Río","San Juan del Río"
"Coatzacoalcos","Mexico","","Coatzacoalcos","Coatzacoalcos"
"Monclova","Mexico","","Monclova","Monclova"
"Fresnillo","Mexico","","Fresnillo","Fresnillo"
"Heroica Nogales","Mexico","","Heroica Nogales","Heroica Nogales"
"Tapachula","Mexico","de Cordova y Ordoñez","Tapachula","Tapachula"
"Ciudad Madero","Mexico","","Ciudad Madero","Ciudad Madero"
"San Cristobal de las Casas","Mexico","","San Cristobal de las Casas","San Cristobal de las Casas"
"Poza Rica de Hidalgo","Mexico","","Poza Rica de Hidalgo","Poza Rica de Hidalgo"
"Lázaro Cárdenas","Mexico","","Lázaro Cárdenas","Lázaro Cárdenas"
"San Luis Rio Colorado","Mexico","","San Luis Rio Colorado","San Luis Rio Colorado"
"Chicoloapán de Juárez","Mexico","","Chicoloapán de Juárez","Chicoloapán de Juárez"
"Palikir","Micronesia","","Palikir","Palikir"
"CHISINAU","Moldova","KISHINEV","CHISINAU","CHISINAU"
"Balti","Moldova","Beltsy","Balti","Balti"
"Anenii Noi","Moldova","","Anenii Noi","Anenii Noi"
"Briceni","Moldova","","Briceni","Briceni"
"Cahul","Moldova","","Cahul","Cahul"
"Calarasi","Moldova","","Calarasi","Calarasi"
"Ciorescu","Moldova","","Ciorescu","Ciorescu"
"Cojusna","Moldova","","Cojusna","Cojusna"
"MONACO","Monaco","","MONACO","MONACO"
"ULAANBAATAR","Mongolia","","ULAANBAATAR","ULAANBAATAR"
"Hovsgol","Mongolia","","Hovsgol","Hovsgol"
"Ovorhangay","Mongolia","","Ovorhangay","Ovorhangay"
"Altai","Mongolia","","Altai","Altai"
"Arvayheer","Mongolia","","Arvayheer","Arvayheer"
"Baruun-Urt","Mongolia","","Baruun-Urt","Baruun-Urt"
"Bayangol","Mongolia","","Bayangol","Bayangol"
"Bayanhongor","Mongolia","","Bayanhongor","Bayanhongor"
"Cecerleg","Mongolia","","Cecerleg","Cecerleg"
"Chihertey","Mongolia","","Chihertey","Chihertey"
"Choyr","Mongolia","","Choyr","Choyr"
"Dalandzadgad","Mongolia","","Dalandzadgad","Dalandzadgad"
"Darhan","Mongolia","","Darhan","Darhan"
"Han-Uul","Mongolia","","Han-Uul","Han-Uul"
"Javhlant","Mongolia","","Javhlant","Javhlant"
"Khovd","Mongolia","","Khovd","Khovd"
"Mandalgovi","Mongolia","","Mandalgovi","Mandalgovi"
"Ovoot","Mongolia","","Ovoot","Ovoot"
"Saynshand","Mongolia","","Saynshand","Saynshand"
"Toyrim","Mongolia","","Toyrim","Toyrim"
"Ulaan-Uul","Mongolia","","Ulaan-Uul","Ulaan-Uul"
"Ulan Bator","Mongolia","","Ulan Bator","Ulan Bator"
"Uliastay","Mongolia","","Uliastay","Uliastay"
"Undurkhaan","Mongolia","","Undurkhaan","Undurkhaan"
"Tsetserleg","Mongolia","","Tsetserleg","Tsetserleg"
"Altay","Mongolia","","Altay","Altay"
"PODGORICA","Montenegro","","PODGORICA","PODGORICA"
"Budva","Montenegro","","Budva","Budva"
"Crna Gora","Montenegro","","Crna Gora","Crna Gora"
"Herceg Novi","Montenegro","","Herceg Novi","Herceg Novi"
"Igalo","Montenegro","","Igalo","Igalo"
"Kotor","Montenegro","","Kotor","Kotor"
"Niksic","Montenegro","","Niksic","Niksic"
"Pljevlja","Montenegro","","Pljevlja","Pljevlja"
"PLYMOUTH","Montserrat","","PLYMOUTH","PLYMOUTH"
"Afourer","Morocco","","Afourer","Afourer"
"Agadir","Morocco","","Agadir","Agadir"
"Ait Melloul","Morocco","","Ait Melloul","Ait Melloul"
"Al Hoceima","Morocco","","Al Hoceima","Al Hoceima"
"Assa","Morocco","","Assa","Assa"
"Benguerir","Morocco","","Benguerir","Benguerir"
"Beni Mellal","Morocco","","Beni Mellal","Beni Mellal"
"Berrechid","Morocco","","Berrechid","Berrechid"
"Casablanca","Morocco","","Casablanca","Casablanca"
"Deroua","Morocco","","Deroua","Deroua"
"El Gara","Morocco","","El Gara","El Gara"
"El Hajeb","Morocco","","El Hajeb","El Hajeb"
"El Jadida","Morocco","","El Jadida","El Jadida"
"Erfoud","Morocco","","Erfoud","Erfoud"
"Fes","Morocco","","Fes","Fes"
"Fkih Ben Salah","Morocco","","Fkih Ben Salah","Fkih Ben Salah"
"Kenitra","Morocco","","Kenitra","Kenitra"
"Khemisset","Morocco","","Khemisset","Khemisset"
"Khouribga","Morocco","","Khouribga","Khouribga"
"Ksar el Kebir","Morocco","","Ksar el Kebir","Ksar el Kebir"
"Larache","Morocco","","Larache","Larache"
"Mansour","Morocco","","Mansour","Mansour"
"Marrakesh","Morocco","","Marrakesh","Marrakesh"
"Mehediyah","Morocco","","Mehediyah","Mehediyah"
"Meknes","Morocco","","Meknes","Meknes"
"Mohammedia","Morocco","","Mohammedia","Mohammedia"
"Nador","Morocco","","Nador","Nador"
"Ouazzane","Morocco","","Ouazzane","Ouazzane"
"Oued Zem","Morocco","","Oued Zem","Oued Zem"
"Oujda","Morocco","","Oujda","Oujda"
"Oulad Teima","Morocco","","Oulad Teima","Oulad Teima"
"Rabat","Morocco","","Rabat","Rabat"
"Safi","Morocco","","Safi","Safi"
"MAPUTO","Mozambique","","MAPUTO","MAPUTO"
"Matola","Mozambique","","Matola","Matola"
"Beira","Mozambique","","Beira","Beira"
"Nampula","Mozambique","","Nampula","Nampula"
"Chimoio","Mozambique","","Chimoio","Chimoio"
"Nacala","Mozambique","","Nacala","Nacala"
"Quelimane","Mozambique","","Quelimane","Quelimane"
"Mocuba","Mozambique","","Mocuba","Mocuba"
"Tete","Mozambique","","Tete","Tete"
"Mozambique","Mozambique","","Mozambique","Mozambique"
"Pemba","Mozambique","","Pemba","Pemba"
"Chiure","Mozambique","","Chiure","Chiure"
"Mocímboa","Mozambique","","Mocímboa","Mocímboa"
"Montepuez","Mozambique","","Montepuez","Montepuez"
"Chibuto","Mozambique","","Chibuto","Chibuto"
"Chokwé","Mozambique","","Chokwé","Chokwé"
"Macia","Mozambique","","Macia","Macia"
"Xai-Xai","Mozambique","","Xai-Xai","Xai-Xai"
"Inhambane","Mozambique","","Inhambane","Inhambane"
"Maxixe","Mozambique","","Maxixe","Maxixe"
"KaTembe","Mozambique","","KaTembe","KaTembe"
"Boane District","Mozambique","","Boane District","Boane District"
"Concelho de Matola","Mozambique","","Concelho de Matola","Concelho de Matola"
"Magude District","Mozambique","","Magude District","Magude District"
"Manhica","Mozambique","","Manhica","Manhica"
"Marracuene District","Mozambique","","Marracuene District","Marracuene District"
"Matutiune District","Mozambique","","Matutiune District","Matutiune District"
"Moamba District","Mozambique","","Moamba District","Moamba District"
"Namaacha District","Mozambique","","Namaacha District","Namaacha District"
"Ressano Garcia","Mozambique","","Ressano Garcia","Ressano Garcia"
"António Enes","Mozambique","","António Enes","António Enes"
"Ilha de Moçambique","Mozambique","","Ilha de Moçambique","Ilha de Moçambique"
"Mutuáli","Mozambique","","Mutuáli","Mutuáli"
"Cuamba","Mozambique","","Cuamba","Cuamba"
"Yangon","Myanmar","","Yangon","Yangon"
"Mandalay","Myanmar","","Mandalay","Mandalay"
"Naypyidaw","Myanmar","","Naypyidaw","NAY PYI TAW"
"Bago","Myanmar","","Bago","Bago"
"Hpa-an","Myanmar","","Hpa-an","Hpa-an"
"Taunggyi","Myanmar","","Taunggyi","Taunggyi"
"Monywa","Myanmar","","Monywa","Monywa"
"Myitkyina","Myanmar","","Myitkyina","Myitkyina"
"Magway","Myanmar","","Magway","Magway"
"Mawlamyine","Myanmar","","Mawlamyine","Mawlamyine"
"Pathein","Myanmar","","Pathein","Pathein"
"Sittway","Myanmar","","Sittway","Sittway"
"Loikaw","Myanmar","","Loikaw","Loikaw"
"Dawei","Myanmar","","Dawei","Dawei"
"Ha Ka","Myanmar","","Ha Ka","Ha Ka"
"Ayeyarwady","Myanmar","","Ayeyarwady","Ayeyarwady"
"Sagaing","Myanmar","","Sagaing","Sagaing"
"Tanintharyi","Myanmar","","Tanintharyi","Tanintharyi"
"Chin State","Myanmar","","Chin State","Chin State"
"Kachin State","Myanmar","","Kachin State","Kachin State"
"Kayin State","Myanmar","","Kayin State","Kayin State"
"Kayah State","Myanmar","","Kayah State","Kayah State"
"Mon State","Myanmar","","Mon State","Mon State"
"Rakhine State","Myanmar","","Rakhine State","Rakhine State"
"Shan State","Myanmar","","Shan State","Shan State"
"Hlaing","Myanmar","","Hlaing","Hlaing"
"Inya","Myanmar","","Inya","Inya"
"Kyauktada","Myanmar","","Kyauktada","Kyauktada"
"Wagan","Myanmar","","Wagan","Wagan"
"Bogale","Myanmar","","Bogale","Bogale"
"Hinthada","Myanmar","","Hinthada","Hinthada"
"WINDHOEK","Namibia","","WINDHOEK","WINDHOEK"
"Etunda","Namibia","","Etunda","Etunda"
"Grootfontein","Namibia","","Grootfontein","Grootfontein"
"Katima Mulilo","Namibia","","Katima Mulilo","Katima Mulilo"
"Keetmanshoop","Namibia","","Keetmanshoop","Keetmanshoop"
"Mpapuka","Namibia","","Mpapuka","Mpapuka"
"Olympia","Namibia","","Olympia","Olympia"
"Ondangwa","Namibia","","Ondangwa","Ondangwa"
"Ongwediva","Namibia","","Ongwediva","Ongwediva"
"Oranjemund","Namibia","","Oranjemund","Oranjemund"
"Oshakati","Namibia","","Oshakati","Oshakati"
"Otjiwarongo","Namibia","","Otjiwarongo","Otjiwarongo"
"Outapi","Namibia","","Outapi","Outapi"
"Swakopmund","Namibia","","Swakopmund","Swakopmund"
"Tsumeb","Namibia","","Tsumeb","Tsumeb"
"Walvis Bay","Namibia","","Walvis Bay","Walvis Bay"
"Arandis","Namibia","","Arandis","Arandis"
"Hentiesbaai","Namibia","","Hentiesbaai","Hentiesbaai"
"Karibib","Namibia","","Karibib","Karibib"
"Omaruru","Namibia","","Omaruru","Omaruru"
"Otjimbingwe","Namibia","","Otjimbingwe","Otjimbingwe"
"Swakopmund Constituency","Namibia","","Swakopmund Constituency","Swakopmund Constituency"
"YAREN","Nauru","","YAREN","YAREN"
"KATHMANDU","Nepal","","KATHMANDU","KATHMANDU"
"Pokhara","Nepal","","Pokhara","Pokhara"
"Biratnagar","Nepal","","Biratnagar","Biratnagar"
"Birgunj","Nepal","","Birgunj","Birgunj"
"Butwal","Nepal","","Butwal","Butwal"
"Dharan","Nepal","","Dharan","Dharan"
"Bhimdutta","Nepal","","Bhimdutta","Bhimdutta"
"Dhangadhi","Nepal","","Dhangadhi","Dhangadhi"
"Bharatpur","Nepal","","Bharatpur","Bharatpur"
"Jawlakhel","Nepal","","Jawlakhel","Jawlakhel"
"Lumbini","Nepal","","Lumbini","Lumbini"
"Palpa","Nepal","","Palpa","Palpa"
"Patan","Nepal","","Patan","Patan"
"Banepā","Nepal","","Banepā","Banepā"
"Birgañj","Nepal","","Birgañj","Birgañj"
"Dhulikhel","Nepal","","Dhulikhel","Dhulikhel"
"Gaur","Nepal","","Gaur","Gaur"
"Hari Bdr Tamang House","Nepal","","Hari Bdr Tamang House","Hari Bdr Tamang House"
"AMSTERDAM","Netherlands","","AMSTERDAM","AMSTERDAM"
"s-Gravenhage","Netherlands","","s-Gravenhage","s-Gravenhage"
"Rotterdam","Netherlands","","Rotterdam","Rotterdam"
"The Hague","Netherlands","","The Hague","The Hague"
"Utrecht","Netherlands","","Utrecht","Utrecht"
"Eindhoven","Netherlands","","Eindhoven","Eindhoven"
"Tilburg","Netherlands","","Tilburg","Tilburg"
"Heerlen-Kerkrade","Netherlands","","Heerlen-Kerkrade","Heerlen-Kerkrade"
"Almere","Netherlands","","Almere","Almere"
"Zaanstad","Netherlands","","Zaanstad","Zaanstad"
"Groningen","Netherlands","","Groningen","Groningen"
"Breda","Netherlands","","Breda","Breda"
"Nijmegen","Netherlands","","Nijmegen","Nijmegen"
"Enschede","Netherlands","","Enschede","Enschede"
"Apeldoorn","Netherlands","","Apeldoorn","Apeldoorn"
"Haarlem","Netherlands","","Haarlem","Haarlem"
"Arnhem","Netherlands","","Arnhem","Arnhem"
"Amersfoort","Netherlands","","Amersfoort","Amersfoort"
"Zoetermeer","Netherlands","","Zoetermeer","Zoetermeer"
"Haarlemmermeer","Netherlands","","Haarlemmermeer","Haarlemmermeer"
"s-Hertogenbosch","Netherlands","","s-Hertogenbosch","s-Hertogenbosch"
"Geleen-Sittard","Netherlands","","Geleen-Sittard","Geleen-Sittard"
"Zwolle","Netherlands","","Zwolle","Zwolle"
"Maastricht","Netherlands","","Maastricht","Maastricht"
"Dordrecht","Netherlands","","Dordrecht","Dordrecht"
"Leiden","Netherlands","","Leiden","Leiden"
"Emmen","Netherlands","","Emmen","Emmen"
"Ede","Netherlands","","Ede","Ede"
"Aagtekerke","Netherlands","","Aagtekerke","Aagtekerke"
"Aalburg","Netherlands","","Aalburg","Aalburg"
"Nouméa","New Caledonia","","Nouméa","NOUMEA"
"Dumbea","New Caledonia","","Dumbea","Dumbea"
"Mont-Dore","New Caledonia","","Mont-Dore","Mont-Dore"
"Nouville","New Caledonia","","Nouville","Nouville"
"Paita","New Caledonia","","Paita","Paita"
"Auckland","New Zealand","","Auckland","Auckland"
"Manukau","New Zealand","","Manukau","Manukau"
"Christchurch","New Zealand","","Christchurch","Christchurch"
"North Shore","New Zealand","","North Shore","North Shore"
"Waitakere","New Zealand","","Waitakere","Waitakere"
"WELLINGTON","New Zealand","","WELLINGTON","WELLINGTON"
"Dunedin","New Zealand","","Dunedin","Dunedin"
"Napier-Hastings","New Zealand","","Napier-Hastings","Napier-Hastings"
"Tauranga","New Zealand","","Tauranga","Tauranga"
"Lower Hutt","New Zealand","","Lower Hutt","Lower Hutt"
"Ahaura","New Zealand","","Ahaura","Ahaura"
"Albany","New Zealand","","Albany","Albany"
"Amberley","New Zealand","","Amberley","Amberley"
"Ashhurst","New Zealand","","Ashhurst","Ashhurst"
"Avondale","New Zealand","","Avondale","Avondale"
"Awanui","New Zealand","","Awanui","Awanui"
"Balclutha","New Zealand","","Balclutha","Balclutha"
"Balfour","New Zealand","","Balfour","Balfour"
"Beachlands","New Zealand","","Beachlands","Beachlands"
"Belmont","New Zealand","","Belmont","Belmont"
"MANAGUA","Nicaragua","","MANAGUA","MANAGUA"
"León","Nicaragua","","León","León"
"Bluefields","Nicaragua","","Bluefields","Bluefields"
"Chinandega","Nicaragua","","Chinandega","Chinandega"
"El Panama","Nicaragua","","El Panama","El Panama"
"Esteli","Nicaragua","","Esteli","Esteli"
"Granada","Nicaragua","","Granada","Granada"
"Jinotega","Nicaragua","","Jinotega","Jinotega"
"Los Arados","Nicaragua","","Los Arados","Los Arados"
"Masaya","Nicaragua","","Masaya","Masaya"
"Matagalpa","Nicaragua","","Matagalpa","Matagalpa"
"Ocotal","Nicaragua","","Ocotal","Ocotal"
"Rivas","Nicaragua","","Rivas","Rivas"
"San Juan del Sur","Nicaragua","","San Juan del Sur","San Juan del Sur"
"Boaco","Nicaragua","","Boaco","Boaco"
"Camoapa","Nicaragua","","Camoapa","Camoapa"
"Lagos","Niger","","Lagos","Lagos"
"Kano","Niger","","Kano","Kano"
"Ibadan","Niger","","Ibadan","Ibadan"
"Kaduna","Niger","","Kaduna","Kaduna"
"Benin City","Niger","","Benin City","Benin City"
"NIAMEY","Niger","","NIAMEY","NIAMEY"
"Port Harcourt","Niger","","Port Harcourt","Port Harcourt"
"Maiduguri","Niger","","Maiduguri","Maiduguri"
"Zaria","Niger","","Zaria","Zaria"
"Ilorin","Niger","","Ilorin","Ilorin"
"Jos","Niger","","Jos","Jos"
"Aba","Niger","","Aba","Aba"
"Ogbomosho","Niger","","Ogbomosho","Ogbomosho"
"Enugu","Niger","","Enugu","Enugu"
"Oyo","Niger","","Oyo","Oyo"
"Warri","Niger","","Warri","Warri"
"Abeokuta","Niger","","Abeokuta","Abeokuta"
"Onitsha","Niger","","Onitsha","Onitsha"
"Sokoto","Niger","","Sokoto","Sokoto"
"Okene","Niger","","Okene","Okene"
"Calabar","Niger","","Calabar","Calabar"
"Katsina","Niger","","Katsina","Katsina"
"Oshogbo","Niger","","Oshogbo","Oshogbo"
"Akure","Niger","","Akure","Akure"
"Bauchi","Niger","","Bauchi","Bauchi"
"Minna","Niger","","Minna","Minna"
"Ife","Niger","","Ife","Ife"
"Ikorodu","Niger","","Ikorodu","Ikorodu"
"Iseyin","Niger","","Iseyin","Iseyin"
"Lagos","Nigeria","","Lagos","Lagos"
"Kano","Nigeria","","Kano","Kano"
"Ibadan","Nigeria","","Ibadan","Ibadan"
"Kaduna","Nigeria","","Kaduna","Kaduna"
"Benin City","Nigeria","","Benin City","Benin City"
"Port Harcourt","Nigeria","","Port Harcourt","Port Harcourt"
"Maiduguri","Nigeria","","Maiduguri","Maiduguri"
"Zaria","Nigeria","","Zaria","Zaria"
"Ilorin","Nigeria","","Ilorin","Ilorin"
"Jos","Nigeria","","Jos","Jos"
"Aba","Nigeria","","Aba","Aba"
"Ogbomosho","Nigeria","","Ogbomosho","Ogbomosho"
"Enugu","Nigeria","","Enugu","Enugu"
"Oyo","Nigeria","","Oyo","Oyo"
"Warri","Nigeria","","Warri","Warri"
"Abeokuta","Nigeria","","Abeokuta","Abeokuta"
"Onitsha","Nigeria","","Onitsha","Onitsha"
"Sokoto","Nigeria","","Sokoto","Sokoto"
"Okene","Nigeria","","Okene","Okene"
"Calabar","Nigeria","","Calabar","Calabar"
"Katsina","Nigeria","","Katsina","Katsina"
"Oshogbo","Nigeria","","Oshogbo","Oshogbo"
"Akure","Nigeria","","Akure","Akure"
"Bauchi","Nigeria","","Bauchi","Bauchi"
"Minna","Nigeria","","Minna","Minna"
"Ife","Nigeria","","Ife","Ife"
"Ikorodu","Nigeria","","Ikorodu","Ikorodu"
"Iseyin","Nigeria","","Iseyin","Iseyin"
"Gombe","Nigeria","","Gombe","Gombe"
"Effon-Alaiye","Nigeria","","Effon-Alaiye","Effon-Alaiye"
"Owo","Nigeria","","Owo","Owo"
"Ado-Ekiti","Nigeria","","Ado-Ekiti","Ado-Ekiti"
"Makurdi","Nigeria","","Makurdi","Makurdi"
"Umuahia","Nigeria","","Umuahia","Umuahia"
"Ondo","Nigeria","","Ondo","Ondo"
"Damaturu","Nigeria","","Damaturu","Damaturu"
"Jimeta","Nigeria","","Jimeta","Jimeta"
"Ilesha","Nigeria","","Ilesha","Ilesha"
"Ugep","Nigeria","","Ugep","Ugep"
"Gusau","Nigeria","","Gusau","Gusau"
"Mubi","Nigeria","","Mubi","Mubi"
"Sagamu","Nigeria","","Sagamu","Sagamu"
"Iwo","Nigeria","","Iwo","Iwo"
"Ijebu-Ode","Nigeria","","Ijebu-Ode","Ijebu-Ode"
"Nnewi","Nigeria","","Nnewi","Nnewi"
"Owerri","Nigeria","","Owerri","Owerri"
"Ikot Ekpene","Nigeria","","Ikot Ekpene","Ikot Ekpene"
"Ikire","Nigeria","","Ikire","Ikire"
"Bida","Nigeria","","Bida","Bida"
"Sapele","Nigeria","","Sapele","Sapele"
"ABUJA","Nigeria","","ABUJA","ABUJA"
"Okpogho","Nigeria","","Okpogho","Okpogho"
"Suleja","Nigeria","","Suleja","Suleja"
"Awka","Nigeria","","Awka","Awka"
"ALOFI","Niue","","ALOFI","ALOFI"
"Kingston","Norfolk Island","","Kingston","Kingston"
"Chagang","North Korea","","Chagang","Chagang"
"North Hamgyong","North Korea","","North Hamgyong","North Hamgyong"
"South Hamgyong","North Korea","","South Hamgyong","South Hamgyong"
"North Hwanghae","North Korea","","North Hwanghae","North Hwanghae"
"South Hwanghae","North Korea","","South Hwanghae","South Hwanghae"
"Kangwon","North Korea","","Kangwon","Kangwon"
"North P'yongan","North Korea","","North P'yongan","North P'yongan"
"South P'yongan","North Korea","","South P'yongan","South P'yongan"
"Yanggang","North Korea","","Yanggang","Yanggang"
"Kaesong","North Korea","","Kaesong","Kaesong"
"Najin","North Korea","","Najin","Najin"
"Namp'o","North Korea","","Namp'o","Namp'o"
"Pyongyang","North Korea","","Pyongyang","Pyongyang"
"Changgang-gun","North Korea","","Changgang-gun","Changgang-gun"
"Skopje","North Macedonia","","Skopje","Skopje"
"Saipan","Northern Mariana Islands","","Saipan","GARAPAN"
"Oslo","Norway","","Oslo","OSLO"
"Bergen","Norway","","Bergen","Bergen"
"Trondheim","Norway","","Trondheim","Trondheim"
"Stavanger","Norway","","Stavanger","Stavanger"
"Abelvaer","Norway","","Abelvaer","Abelvaer"
"Adalsbruk","Norway","","Adalsbruk","Adalsbruk"
"Adland","Norway","","Adland","Adland"
"Agotnes","Norway","","Agotnes","Agotnes"
"Agskardet","Norway","","Agskardet","Agskardet"
"Aker","Norway","","Aker","Aker"
"Akkarfjord","Norway","","Akkarfjord","Akkarfjord"
"Akrehamn","Norway","","Akrehamn","Akrehamn"
"Al","Norway","","Al","Al"
"Alen","Norway","","Alen","Alen"
"Algard","Norway","","Algard","Algard"
"Almas","Norway","","Almas","Almas"
"Alta","Norway","","Alta","Alta"
"Alvdal","Norway","","Alvdal","Alvdal"
"Amli","Norway","","Amli","Amli"
"Amot","Norway","","Amot","Amot"
"Ana-Sira","Norway","","Ana-Sira","Ana-Sira"
"Andalsnes","Norway","","Andalsnes","Andalsnes"
"Andenes","Norway","","Andenes","Andenes"
"Muscat","Oman","","Muscat","BUCURESTI"
"Sibiu","Oman","","Sibiu","Sibiu"
"Iasi","Oman","","Iasi","Iasi"
"Timisoara","Oman","","Timisoara","Timisoara"
"Cluj-Napoca","Oman","","Cluj-Napoca","Cluj-Napoca"
"Constanta","Oman","","Constanta","Constanta"
"Craiova","Oman","","Craiova","Craiova"
"Galati","Oman","","Galati","Galati"
"Brasov","Oman","","Brasov","Brasov"
"Ploiesti","Oman","","Ploiesti","Ploiesti"
"As Seeb","Oman","","As Seeb","As Seeb"
"Braila","Oman","","Braila","Braila"
"Oradea","Oman","","Oradea","Oradea"
"Bacau","Oman","","Bacau","Bacau"
"Pitesti","Oman","","Pitesti","Pitesti"
"Arad","Oman","","Arad","Arad"
"Salalah","Oman","","Salalah","Salalah"
"Mutrah","Oman","","Mutrah","Mutrah"
"Bawshar","Oman","","Bawshar","Bawshar"
"Tirgu-Mures","Oman","","Tirgu-Mures","Tirgu-Mures"
"Karachi","Pakistan","","Karachi","Karachi"
"Lahore","Pakistan","","Lahore","Lahore"
"Faisalabad","Pakistan","Lyallpur","Faisalabad","Faisalabad"
"Rawalpindi","Pakistan","","Rawalpindi","Rawalpindi"
"Multan","Pakistan","","Multan","Multan"
"Gujranwala","Pakistan","","Gujranwala","Gujranwala"
"Peshawar","Pakistan","","Peshawar","Peshawar"
"Quetta","Pakistan","","Quetta","Quetta"
